date,Australia,Belgium,Canada,Switzerland,Germany,Denmark,Spain,Finland,France,UK,Ireland,Italy,Japan,S. Korea,Luxembourg,Netherlands,Norway,New Zealand,Sweden,US,S. Africa,Croatia,Israel,Slovenia,Colombia,Aggregate
2013-10-01,157.53,142.15,153.49,134.52,110.57,106.75,83.46,129.3,120.69,112.94,63.62,98.23,87.95,133.6,131.01,89.88,165.59,138.74,146.43,94.3,161.33,106.94,181.3,121.58,241.2,108.55
2014-01-01,159.73,142.05,155.98,134.55,111.45,107.57,82.99,128.81,119.98,115.75,64.34,97.25,88.14,134.29,132.51,90.32,166.26,139.83,149.59,95.18,165.21,106.86,186.51,119.57,245.98,109.53
2014-04-01,162.81,142.18,160.04,134.95,112.78,109.84,82.57,128.93,119.89,118.76,67.87,96.05,87.75,134.78,134.71,90.91,169.3,141.68,152.01,96.83,167.88,107.45,188.64,116.42,250.76,110.8
2014-07-01,165.58,142.4,161.06,135.46,113.59,109.96,82.7,128.5,119.14,121.12,73.15,94.63,87.5,135.47,136.58,91.75,171.84,144.08,155.49,98.2,169.93,105.75,187.73,115.16,255.63,111.75
2014-10-01,168.54,142.72,161.12,136.13,114.25,110.54,83.2,127.69,117.66,122.53,75.26,93.5,87.4,136.37,137.79,91.79,174.95,148.44,158.94,99.14,172.28,104.97,190.19,116.25,260.75,112.45
2015-01-01,171.74,142.9,163.11,137.04,115.77,114.03,82.93,127.22,117.03,123.55,75.39,92.36,88.03,137.19,142.46,92.5,176.15,152.52,163.27,100.32,175.41,105.66,194.1,117.92,266.67,113.47
2015-04-01,179.96,143.32,167.64,137.71,117.63,116.5,83.6,127.44,116.74,125.05,77.18,91.88,87.94,138.75,143.06,93.19,178.19,158.44,167.94,101.76,178.39,104.19,197.82,120.59,273.2,114.97
2015-07-01,184.46,143.83,169.53,138.19,118.93,116.63,83.85,127.56,116.94,127.64,79.38,92.04,88.14,140.7,141.4,94.44,180.53,165.68,172.63,103.18,180.5,104.16,200.57,116.34,279.87,116.37
2015-10-01,184.15,144.38,170.46,138.75,120.66,117.49,84.71,127.31,117.07,130.43,80.74,92.2,87.74,142.3,141.94,95.04,180.5,166.62,178.68,104.16,182.99,104.98,204.69,116.31,286.73,117.42
2016-01-01,184.45,145.13,174.74,139.13,123.05,119.16,84.86,127.19,117.38,133.33,81.08,92.75,88.51,142.93,146.83,96.26,183.52,172.21,180.36,105.22,186.35,106.36,208.7,118.9,293.98,118.87
2016-04-01,188.32,146.18,184.55,139.58,125.96,120.25,85.26,127.92,117.45,135.09,81.62,92.79,88.71,142.9,147.51,97.29,185.85,182.15,182.89,106.99,189.09,106.14,212.36,121.14,300.92,120.68
2016-07-01,192.01,147.42,190.52,140.18,128.39,121.61,85.23,128.26,118.44,136.25,85.36,92.41,88.73,143.54,152.36,99.76,190.5,189.02,187.3,108.85,190.3,107.02,216.97,122.14,307.11,122.4
2016-10-01,200.46,148.71,192.86,141.08,130.32,121.64,85.94,128.35,118.83,137.43,87.56,92.2,88.68,144.44,151.86,100.79,194.24,190.52,190.03,109.86,191.83,106.88,218.61,124.32,312.65,123.62
2017-01-01,205.67,150,201.58,142.06,131.95,123.3,86.78,129.22,120.2,139.21,88.57,92.08,89.61,144.69,154.57,102.76,197.21,192.81,195,110.78,194.79,107.63,219.55,126.84,318.17,125.16
2017-04-01,209.23,151.1,213.82,142.73,134.14,125.57,86.64,130.08,121.09,141.15,90.49,91.8,89.46,144.66,159.27,104.76,196.09,193.98,199.83,113.04,197.14,110.93,222.35,131.14,323.83,127.15
2017-07-01,209.91,152.22,209.92,143.46,136.38,126.71,87.51,130.11,122.37,142.68,95.34,91.25,89.5,145.68,160.25,107.26,196.04,196.2,202.39,114.75,198.22,111.96,225.03,132.13,329.1,128.35
2017-10-01,211.62,153.26,209.16,144.24,138.75,126.52,88.6,129.84,122.69,143.83,97.6,91.15,89.16,146.21,165.21,109.11,198.43,198.12,204.34,115.87,199.34,115.44,223.11,136.59,333.91,129.31
2018-01-01,210.28,154.31,212.57,144.62,140.66,129.28,89.1,129.87,123.84,145.03,99.36,91.63,90.01,147.03,163.61,112.04,198.02,200.05,203.59,117.63,201.6,116.76,220.31,139.04,338.52,130.75
2018-04-01,208.67,155.35,217.27,144.77,143.11,130.65,89.94,131.11,124.5,145.61,101.44,91.51,89.99,147.5,168.68,114.04,200.89,200.95,199.94,119.55,204.32,117.04,221.61,141.27,343.09,132.13
2018-07-01,205.85,156.47,216.15,145.05,145.59,130.83,90.36,130.96,125.97,146.78,103.74,90.75,90.07,148.77,175.93,117.17,201.37,202.1,199.29,120.96,206.17,119.97,220.92,144.49,347.22,133.16
2018-10-01,199.91,157.86,214.04,144.79,147.69,130.67,91.99,130.94,126.66,147.27,104.55,90.73,90.12,150.94,176.06,118.86,201.22,203.64,200.94,121.55,207.38,121.69,219.82,147.89,351.42,133.72
2019-01-01,194.08,159.52,214.01,144.82,149.31,132.21,93.01,131.33,127.5,147.08,103.67,91.45,90.95,150.94,187.61,120.89,203.44,203.66,202.56,123.02,208.93,125.2,222.12,149.57,356.05,134.75
2019-04-01,192.5,161.17,218.07,145.1,152.1,133.92,92.73,132.25,128.37,147.07,104.11,91.5,90.61,150.27,186.97,122.27,204.52,203.94,203.82,124.82,211.42,128.95,224.29,151.75,360.68,135.98
2019-07-01,197.88,162.84,219,145.81,154.69,135.32,93.09,131.71,129.91,147.89,105.5,90.54,90.17,150.41,189.72,124.52,206.34,207.81,206.25,126.36,213.76,130.09,225.25,154.69,364.85,137.28
2019-10-01,205.48,164.45,220.31,146.22,157.55,135.42,93.91,130.94,131.44,148.44,105.69,91.3,89.61,151.06,198.5,126.21,206.55,212.98,208.8,127.65,214.24,134.15,227.67,155.04,368.14,138.6
2020-01-01,209.86,166.06,227.27,146.65,160.14,135.38,93.24,131.91,133.86,149.64,105.06,94.35,89.64,152.58,211.69,128.93,205.66,219.5,212.3,129.24,212.93,138.18,229.85,156.65,370.85,140.51
2020-04-01,205.19,168.12,230.98,147.97,163.26,136.7,91.22,132.8,135.75,148.93,104.65,94.7,88.97,153.92,224.13,131.49,208.99,218.34,215.25,130.26,214.53,140.34,229.38,159.68,373.29,141.4
2020-07-01,207.81,170.73,239.96,149.96,167.52,142.24,92.06,133.91,136.76,151.7,104.87,92.26,89.26,157.22,237.89,134.55,214.18,229.95,219.27,132.51,219.66,140.1,231.52,159.78,376.76,143.76
2020-10-01,214.41,173.87,247.12,152.61,171.8,146.89,92.15,134.96,139.85,157.08,106.28,92.35,90.03,161.85,236.13,137.3,220.33,249.25,230.17,135.61,222.43,143.71,236.06,163.06,381.5,147.06
2021-01-01,228.57,177.33,266.68,155.16,175.75,152.09,92.39,136.39,141.87,162.1,108.14,94.43,91.69,168.27,241.03,142.24,227.97,272.48,239.74,138.93,222.84,145.09,240.5,168.07,387.6,151.48
2021-04-01,245.75,180.85,286.94,157.43,181.32,154.97,93.43,138.75,144.2,164.63,110.63,95.35,92.85,173.94,245.96,148.53,236.29,283.09,252.3,146.3,224.8,149.59,247.01,175.55,394.59,157.39
2021-07-01,260.53,184.35,292.43,159.1,187.65,157.29,94.45,139.29,146.95,166.21,116.32,95.76,94.34,180.98,253.29,158.09,238.78,297.23,263.24,154.42,227.91,152.47,253.75,180.38,401.91,163.16
2021-10-01,273.37,187.91,309.24,161.01,193.06,160.19,96.23,139.36,149.9,172.49,121.41,96.23,94.42,187.25,254.99,164.22,240.15,302.8,267.25,159.83,230.18,155.44,263.61,185.17,409.34,168.08
